"Data Broker Name","Email Address (Accessible to the public)","Website URL","Physical Address","How a consumer may opt out of sale or submit requests under the CCPA","How a protected individual can demand deletion of information posted online under Gov. Code sections 6208.1(b) or 6254.21(c)(1)","Additional information about data collecting practices","Date Added"
"Postie","data [at] postie.com","https://postie.com","12130 Millennium Drive, 3rd FloorLos Angeles, CA 90094United States","A consumer may submit requests under the CCPA:
- Going to https://postie.com/ca_info.html
- Via telephone: 855-931-2869
- Directly at optout.postie.com/ccpa_data.html or optout.postie.com/ccpa_delete.html

Note that, as required by law, we will require you to prove your identity. Depending on your request, we will ask for information such as your full name, email address, postal address, and other information to process a removal request or right to know request. Postie will send a validation email to the provided email with a link that must be clicked to verify the individual. This email will also contain details about the request process.","Protected individuals may demand deletion of information through the following methods:
- Via telephone: 855-931-2869
- Directly at optout.postie.com/ccpa_data.html or optout.postie.com/ccpa_delete.html
","Information regarding Postie's collection and use of data can be found at:
https://postie.com/pp.html","07/15/2020"
"Raw Engineering LLC","privacy [at] raweng.com","http://www.raweng.com","49 Geary St. Sute 238San Francisco, CA 94108United States","Consumers may opt out of sale or submit requests under the CCPA via email to privacy@raweng.com, via webform or toll free number.","Raw Engineering does not post information of consumers online. Consumers may submit requests for deletion under the CCPA via email to privacy@raweng.com, via webform or toll free number.","Raw Engineering LLC provides development and support services for businesses IT operations, which may provide us with access to personal information of our customers' end users during the provision of those services. End user information, which may be considered consumer personal data will be governed by our agreements providing the Professional Services to our Customers who are the data controllers and who instruct us how to process the data or use the Professional Services to process the data they collect. However, for entities or individuals that are Customers, and which are located in California, the UK, European Economic Area (EEA) or Switzerland or serving subjects located in California, the UK, European Economic Area (EEA) or Switzerland, we will govern our use of End User data based on the execution of a Data Processing Addendum requiring transfer and processing in accordance with applicable data protection laws.

More information on Raw Engineering data protection practices can be found on its website at www.raweng.com  ","03/05/2020"
"Retargetly LLC","privacy [at] retargetly.com","https://retargetly.com","1201 N Orange St, Suite 700 #7352Wilmington, DE 19801-1186United States","For simple online opt-out visit https://retargetly.com/optout and for additional requests please email us at privacy@retargetly.com","Please send us an email at privacy@retargetly.com","Please visit https://retargetly.com/privacy-policy","06/16/2020"
"Faraday, Inc.","ccpa [at] faraday.io","https://faraday.io/","431Pine StBurlington, VT 05677United States","A sale opt-out request can be made by emailing us, calling us, or filling out our online web form linked to on the bottom of every page of our website. Contact details can be found in our privacy policy at: http://terms-origin.faraday.io/privacy/.","Please see our privacy policy at http://terms-origin.faraday.io/privacy/.","Please see our privacy policy at http://terms-origin.faraday.io/privacy/.","03/03/2020"
"Lake Group Media, inc.","privacy [at] lakegroupmedia.com","http://www.lakegroupmedia.com","1 Byram Brook PlaceArmonk, NY 10504-2316United States","via our website and/or toll free call in number and, of course via postal mail","We do not display or permit the display of such information, or operate a website that involves user generated content.","","02/12/2020"
"Donorbase LLC.","privacy [at] donorbase.com","http://www.donorbase.com","1 Byram Brook PlaceArmonk, NY 10504-2316United States","Via our website, a toll-free number or postal mail.","We do not display or permit the display of such information, or operate a website that involves user generated content.","","02/12/2020"
"Traverse Data, Inc.","craig [at] traversedata.com","http://www.traversedata.com","113 Cherry Street, #66106Seattle, WA 98104United States","Requests to know methods include a toll-free number and our web form.
Requests to delete methods include a toll-free number, webform, email, and physical mail.
Requests to opt out include a link on our website, and also our web form plus email, physical mail, etc.","Requests to delete methods include a toll-free number, webform, email, and physical mail. The web form can be found here: http://www.traversedata.com/contact?form=privacy","","02/12/2020"
"HEALTHCARE, INC.","privacy [at] healthcare.com","https://www.healthcare.com/","3401 N Miami Avenue, Suite 205Miami, FL 33127United States","We have enabled an online form at our website to submit CCPA Data Disclosure and Deletion requests (https://www.healthcare.com/data-request/request-form)

As a secondary method we have enable communication trough our email address info@healthcare.com","We have enabled an online form at our website to submit CCPA Data Disclosure and Deletion requests (https://www.healthcare.com/data-request/request-form)

As a secondary method we have enable communication trough our email address info@healthcare.com","healthcare.com uses personal data that is voluntarily provided to help consumers find insurance plans, including by connecting them with insurance agents.","02/27/2020"
"Rooftop Digital","privacyofficer [at] therooftop.io","http://therooftop.io","30401 Agoura RdSt 100Agoura Hills, CA 91301United States","http://www.therooftop.io/privacy-policy/#ccpa_anchor","http://www.therooftop.io/privacy-policy/#ccpa_anchor","http://www.therooftop.io/privacy-policy/#ccpa_anchor","07/17/2020"
"Job Market Maker, LLC dba Engage Talent","dataprivacy [at] workforcelogiq.com","https://www.engagetalent.com/","420 S. ORANGE AVE #600ORLANDO, FL 32750United States","You may locate information about our CCPA policies and options by reviewing ""Your California Privacy Rights"" on our privacy page at https://www.engagetalent.com/privacy-policy.","You may locate information about our CCPA policies and options by reviewing ""Your California Privacy Rights"" on our privacy page at https://www.engagetalent.com/privacy-policy.","","03/23/2020"
"Infinite Media Concepts Inc","sheck [at] mlxp.com","http://www.mlxp.com","190 East Post RoadWhite Plains, NY 10601United States","A consumer can be deleted by sending and email to:  opt-out@mailinglists.com

or contact us at:

Infinite Media Concept Inc
190 East Post Road
White Plains, NY  10601
914-948-8300
mail@mlxp.com","A consumer can be deleted by sending and email to:  opt-out@mailinglists.com

or contact us at:

Infinite Media Concept Inc
190 East Post Road
White Plains, NY  10601
914-948-8300
mail@mlxp.com","we are a re-seller of data, not a manufacturer of data ","03/03/2020"
"Lotame Solutions, Inc.","privacy [at] lotame.com","https://www.lotame.com/","8850 Stanford Blvd, Suite 4000Columbia, MD 21045United States","Please visit Lotame's Privacy Center (https://www.lotame.com/about-lotame/privacy/) and our Privacy Manager, available at:

https://www.lotame.com/about-lotame/privacy/privacy-manager-opt-out/","Please visit Lotame's Privacy Center (https://www.lotame.com/about-lotame/privacy/) and our Privacy Manager, available at:

https://www.lotame.com/about-lotame/privacy/privacy-manager-opt-out/","Please visit Lotame's Privacy Center (https://www.lotame.com/about-lotame/privacy/) and our Privacy Manager, available at:

https://www.lotame.com/about-lotame/privacy/privacy-manager-opt-out/","02/27/2020"
"KB Synergy Inc","info [at] kbsynergy.com","http://kbsynergy.com","860 Hampshire RdWestlake Village, CA 91361United States","Our marketing sites have a link that submits the information to us to track the opt out under the CCPA name.
We also have a main database to track each individual, when the opt out and the site the opt out from","The CCPA links on our marketing sites with allow them to submit their information to us for deletion as well","We use 3rd party CRM's and software to track the data in a secured encrypted environment","03/19/2020"
"Search Quarry LLC","admin [at] searchquarry.com","https://www.searchquarry.com","1 East Liberty StreetSuite 600Reno, NV 89501United States","A consumer may opt out via an online form, email, phone or fax.","A consumer may opt out via an online form, email, phone or fax.","","02/27/2020"
"US Marketing Group","arash [at] usmarketinggrp.com","http://www.usmarketinggrp.com","5435 Balboa Blvd, suite 201Encino, CA 91316United States","In process of building new site.

Exercising Access, Data Portability, and Deletion Rights
To exercise the access, data portability, and deletion rights described above, please submit a request to us by either:
•          Visiting www.usmarketinggrp.com
•          Emailing us at Info@usmarketinggrp.com
•          Call us at 1-866-581-4810 ext 102
 
The request should include your contact information and describe your request with sufficient detail that allows us to properly understand, evaluate, and respond to it. In addition, you should provide sufficient information that allows us to reasonably verify that you are the person about whom we collected the personal information or an authorized representative.
 
For more information about verification, see  Response Timing and Format . For instructions on exercising sale opt-out rights, see  Personal Information Sales Opt-Out and Opt-In Rights 
","In process of building new site.

Exercising Access, Data Portability, and Deletion Rights
To exercise the access, data portability, and deletion rights described above, please submit a request to us by either:
•          Visiting www.usmarketinggrp.com
•          Emailing us at Info@usmarketinggrp.com
•          Call us at 1-866-581-4810 ext 102
 
The request should include your contact information and describe your request with sufficient detail that allows us to properly understand, evaluate, and respond to it. In addition, you should provide sufficient information that allows us to reasonably verify that you are the person about whom we collected the personal information or an authorized representative.
 
For more information about verification, see  Response Timing and Format . For instructions on exercising sale opt-out rights, see  Personal Information Sales Opt-Out and Opt-In Rights ","All data we License is either opt in through a landing page or public information. We do not aggregate any data ourselves. ","02/27/2020"
"Scryer, Inc. (dba Reonomy)","info [at] reonomy.com","http://www.reonomy.com","767 Third AvenueNew York, NY 10017United States","","","","02/27/2020"
"PossibleNow Data Services, Inc","info [at] possiblenow.com","http://www.possiblenow.com","4400 Rivergreen ParkwaySuite 100Duluth, GA 30096United States","Email us at info@possiblenow.com","Email us at info@possiblenow.com","","02/27/2020"
"LiveIntent, Inc. ","legal [at] liveintent.com","https://www.liveintent.com/","222 BroadwayFloor 22New York, NY 10038United States","Consumers may opt out of sales or submit requests under the CCPA through any of our publishing or advertising partners who have a direct relationship with the consumer through a variety of methods that pass the consumer's privacy preference to opt out of sale onto LiveIntent. In addition, consumers can choose to opt out of sale via LiveIntent’s privacy portal at privacy.liveintent.com.  
","Consumers may request the deletion of information through one of our publishing or advertising partners who have a direct relationship with the consumer through a variety of methods to pass the deletion requests onto LiveIntent. In addition, consumers can choose to submit a deletion request directly to LiveIntent via LiveIntent’s privacy portal at privacy.liveintent.com. 
","","02/27/2020"
"Gale","privacy [at] cengage.com","http://www.gale.com","27500 Drake RoadFarmington Hills, MI 48331United States","Consumers should go to www.gale.com/privacy to submit CCPA requests or e-mail privacy@cengage.com. ","Consumers should go to www.gale.com/privacy to submit CCPA requests or e-mail privacy@cengage.com. ","Consumers can visit www.gale.com/privacy to find more information about data collection practices.","03/23/2020"
"LeadsMarket.com LLC","legal [at] leadsmarket.com","http://www.leadsmarket.com","21600 Oxnard St.Suite 400Woodland Hills, CA 91367United States","For additional information, please visit our website at: http://leadsmarket.com/privacy-policy.","N/A – we do not post consumer information online.","LeadsMarket.com LLC does not collect personal information directly from consumers as we are a business-to-business service provider. For additional information, please visit our website at: http://leadsmarket.com/privacy-policy.","02/27/2020"
"GrayHair Software, LLC","privacy [at] grayhairsoftware.com","http://www.grayhairsoftware.com","124 Gaither DriveSuite 160Mount Laurel, NJ 08054United States","Per our posted Privacy Notice: 
Do Not Sell My Personal Information – Please send an email to privacy@grayhairsoftware.com and you will receive a form that will enable you to halt an activity regarding your personal information.","Per our posted Privacy Notice:
Right to deletion – You have the right to request deletion of personal information collected by GrayHair, unless an exception applies. GrayHair will remove any non-publicly sourced data upon request. GrayHair may refuse to delete personal information for the following reasons:
If the personal information is needed to complete a contract or provide a good or service requested by you;
It is necessary for the detection of security incidents, to protect against malicious, deceptive, fraudulent, or illegal activity, or to prosecute those responsible for that activity, and to debug and repair errors that impair existing functionality;
It is necessary for compliance with GrayHair’s legal obligations;
It is collected and maintained for peer reviewed, scientific, historical, or statistical research;
Allowing for the exercise of free speech, ensuring the rights of other consumers to exercise free speech, or allowing the exercise of another right provided by law;
It is necessary to enable solely internal uses that are reasonably aligned with the expectations of the consumer based on the consumer’s relationship with the business.
Contact email for deletion is to privacy@grayhairsoftware.com ","","02/27/2020"
"Elmira Industries, Inc (Operating under the assumed name of ""FirstChoice."" ","newhomebuyerdata [at] aol.com","http://commercialemailing.com","96 Main StreetBig Flats, NY 14814United States","I do not anticipate my business managing more than 50,000 California consumer records in 2020. As a small broker, my annual sales are not anywhere near $25,000,000 per year. With that being said, I will be recreating my website and providing consumers with a way of opting out of further sales of their personal information. Said website should be up and running by the end of this month. ","I do not anticipate my business managing more than 50,000 California consumer records in 2020. As a small broker, my annual sales are not anywhere near $25,000,000 per year. With that being said, I will be recreating my website and providing consumers with a way of opting out of further sales of their personal information. Said website should be up and running by the end of this month. The method of opt out will be a online submission form that will record address and contact information, that way said information can be used to identify their information and remove it from current and future solicitation or sale. ","","02/27/2020"
"Resonate","privacy [at] resonate.com","http://www.resonate.com","11720 Plaza America Drive3rd FloorReston, VA 20190United States","In order to specifically request Opt Out of Sale of your personal information, you can also either click the “Do Not Sell My Personal Information” link in the footer of the Resonate website at the following we address: https://www.resonate.com/ccpa-do-not-sell/

By visiting https://www.privacyrights.info or https://optout.privacyrights.info , you can also opt out from sales of this type of personal information with businesses that participate in the DAA CCPA Opt Out tool program. 
","California residents have certain rights with respect to the personal information collected by businesses.  If you are a California resident, you may exercise the following rights regarding your personal information, subject to certain exceptions and limitations defined in the regulations:
•	The right to know the categories and specific pieces of personal information we collect, use, disclose, and sell about you, the categories of sources from which we collected your personal information, our purposes for collecting or selling your personal information, the categories of your personal information that we have either sold or disclosed for a business purpose, and the categories of third parties with which we have shared personal information;
•	The right to request that we delete the personal information we have collected from you or maintain about you.
•	The right to opt out of our sale of your personal information. Please note that if you opt out of certain types of sales, we will be unable to provide you with the services that rely on such sales.
•	The right not to receive discriminatory treatment for the exercise of the privacy rights conferred by the CCPA.

To exercise any of the above rights, please contact us using the following information and submit the required verifying information, as further described below:
•	By phone at (888) 237-9353 
•	Online at https://www.resonate.com/ccpa-consumer-request/
","Further information about Resonate data collection practices can be found in our privacy policy here: https://www.resonate.com/privacy-policy/#ccpa","02/27/2020"
"Unity Technologies SF","dpo [at] unity3d.com","https://unity.com/","30 3rd StreetSan Francisco, CA 94103United States","We have provided instructions to opt-out and obtain data reports at https://unity3d.com/legal/do-not-sell-my-personal-information.  ","Submit a request to dpo@unity3d.com","Please see our privacy policy at https://unity3d.com/legal/privacy-policy","03/03/2020"
"Ekata, Inc.","CCPArequest [at] ekata.com","http://www.ekata.com","1301 Fifth AvenueSuite 1600Seattle, WA 98101United States","Complete form at:  https://privacyrequests.ekata.com/hc/en-us/requests/new?","Complete form at:  https://privacyrequests.ekata.com/hc/en-us/requests/new?","","02/27/2020"
"L2, Inc.","info [at] L2Political.com","http://www.L2Political.com","18912 North Creek ParkwayBldg 1, Suite 201Bothell, WA 98011United States","Please visit our CCPA page at the following link for instructions:

https://l2political.com/california-privacy-rights-for-california-residents-only/","Please visit our CCPA page at the following link for instructions:

https://l2political.com/california-privacy-rights-for-california-residents-only/","","03/03/2020"
"Nativo, Inc.","privacy [at] nativo.com","https://www.nativo.com","100 N. Pacific Coast Highway10th FloorEl Segundo, CA 90245United States","A consumer may opt out of sale or submit requests under the CCPA by contacting us by telephone at 1-855-905-0440, by email at privacy@nativo.com, or by filling out the form at https://support.nativo.com/hc/en-us/requests/new.  The request must: (a) provide sufficient information that allows us to reasonably verify that the consumer is the person about whom we collected personal information or an authorized representative; and (b) describe the request with sufficient detail that allows us to properly understand, evaluate, and respond to it. ","Nativo does not knowingly and intentionally publicly post or publicly display on the Internet the home address or home telephone number of individuals. ","For information about how Nativo, Inc. collects and uses personal information in providing our technology to website and mobile app publishers and online advertisers, please see https://www.nativo.com/interest-based-ads. 

For information about how Nativo, Inc. collects and uses personal information when individuals visit our website available at www.nativo.com or any other Nativo web property or service referencing our Website Privacy Policy, please see https://www.nativo.com/privacy-policy. ","02/27/2020"
"First Movers Advantage, LLC","privacy [at] fmadata.com","https://www.fmadata.com/","2575 Pearl St, Ste 230Boulder, CO 80302United States","We offer online and mail-in options. See https://www.fmadata.com/do-not-sell-my-personal-information","We offer online and mail-in options as described on our California Privacy Policy. See https://www.fmadata.com/privacy-policy-california","We gather real estate market data and county public record data.","02/27/2020"
"SentiLink Corp","privacy [at] sentilink.com","http://www.sentilink.com","171 2nd Street, 4th FloorSan Francisco, CA 94105United States","Send an email to privacy@sentilink.com. Please note that all data collected by SentiLink is collected for fraud prevention purposes pursuant to the under the Gramm-Leach­-Bliley Act of 1999 and its promulgating regulations.","Send an email to privacy@sentilink.com. Please note that all data collected by SentiLink is collected for fraud prevention purposes pursuant to the under the Gramm-Leach­-Bliley Act of 1999 and its promulgating regulations.","Presently all data collected by SentiLink is collected for fraud prevention purposes pursuant to the under the Gramm-Leach­-Bliley Act of 1999 and its promulgating regulations.","02/27/2020"
"BIGtoken, Inc.","support [at] bigtoken.com","http://bigtoken.com","456 Seaton StreetLos Angeles, CA 90013United States","They can submit a request through our website at bigtoken.com or use the ""delete data"" button in the BIGtoken application.","They can submit a request through our website at bigtoken.com or use the ""delete data"" button in the BIGtoken application.","None.","02/27/2020"
"SRAX, Inc.","contact [at] srax.com","http://srax.com","456 Seaton StreetLos Angeles, CA 90013United States","They can submit a request through our website at srax.com.","They can submit a request through our website at srax.com.","None.","02/27/2020"
"MCH Strategic Data","privacy [at] mchdata.com","http://www.mchdata.com","601 East Marshall StreetSweet Springs, MO 65351United States","Information can be found at https://www.mchdata.com/about/ccpaemail or call us directly at 800 776-6373","Information can be found at https://www.mchdata.com/about/ccpaemail or call us directly at 800 776-6373","MCH Strategic Data is a 90-year-old family business that specializes in business to business data compilation for the market segments of education, healthcare, church and government work address contact information.  MCH does not make a practice of compiling personal information on individuals beyond their job titles and work department-level information.  Personally descriptive information (age, income, etc)  is ""not"" found in MCH databases.  ","02/27/2020"
"TouchFuse, LLC DBA Acquire Direct Marketing","DataCompliance [at] AcquireDirect.com","http://www.AcquireDirect.com","12620 Race Track RoadTampa, FL 33626United States","A consumer may opt out of sale or submit requests under the CCPA by calling 855-940-DATA or going online to www.LeadJig.com or www.TouchFuse.com and clicking the link titled ""Do Not Sell My Data"" located at the bottom of the website.  ","A consumer may demand deletion of information posted online under Gov. Code sections 6208.1(b) or 6254.21(c)(1) by completing the form located on our website or emailing DataCompliance@AcquireDirect.com.
","","02/27/2020"
"Homeowners Marketing Services Inc","dnm [at] homeownersmarketingservices.com","https://homeownersmarketingservices.com/","12444 Victory Blvd2nd FloorNorth Hollywood, CA 91606United States","https://homeownersmarketingservices.com/list-removal-request/","An individual can either use the link shown in the previous question to complete the form or can call us at 1-888-888-5557","We obtain information from County Recorder’s offices, which is excluded from the definition of “Personal Information” as set forth in the amendment of the California Consumer Privacy Act (“CCPA”), AB 874.","02/27/2020"
"Social Catfish LLC","welcome [at] socialcatfish.com","https://socialcatfish.com","38770 Sky Canyon DriveSuite AMurrieta, CA 92563United States","","","","03/05/2020"
"Dice Career Solutions, Inc.","privacy [at] dice.com","http://www.dice.com","6465 South Greenwood Plaza BoulevardSuite 400 CentennialCentennial, CO 80111United States","Consumers can go to https://www.dice.com/about/ccpa and submit a CCPA Opt-Out Request via an online form or use the toll-free number 1-888-321-DICE (3423).","How a protected can go to https://www.dice.com/about/ccpa and submit a CCPA Deletion Request via an online form or use the toll-free number 1-888-321-DICE (3423).","Consumers can refer to our published privacy policy at: https://www.dice.com/about/privacy-policy","04/08/2020"
"Amobee, Inc.","amobeeprivacy [at] amobee.com","https://www.amobee.com/","10201 Wateridge CircleSuite 400San Diego, CA 92129United States","Please visit our Consumer Opt Opt page here: https://www.amobee.com/trust/consumer-opt-out/","Please visit our CCPA portal here: https://www.amobee.com/ccpa/","Please review our Privacy Guidelines here: https://www.amobee.com/trust/privacy-guidelines/","03/03/2020"
"Dataline, Inc.","privacy.officer [at] datalinedata.com","http://www.datalinedata.com","506 Carnegie Center DriveSuite 105Princeton, NJ 08540United States","We invite California consumers to the Dataline website at www.datalinedata.com in order to opt out of the sale of their data and/or to submit requests under CCPA.  Consumers should click on the button indicating ""Do Not Sell My Information"" and complete the CCPA request form. Consumers should verify their request after completing the form by calling (888) 990-3399 and giving the code received from the Privacy Portal.
","We invite California consumers to the Dataline website at www.datalinedata.com in order to delete their information under CCPA.  Consumers should click on the button indicating ""Do Not Sell My Information"" and complete the CCPA request form. Consumers should verify their request after completing the form by calling (888) 990-3399 and giving the code received from the Privacy Portal.

","We welcome California consumers to visit our Privacy Policy at www.datalinedata.com
","02/27/2020"
"Scanbuy, Inc.","privacy [at] scanbuy.com","http://www.scanbuy.com","10 E. 39th Street, 10th FloorNYC, NY 10016United States","http://scanbuy.com/rights/data","http://scanbuy.com/rights/data","Scanbuy collects information generally known as non-personally identifiable information (“Non-PII”) from third parties, such as from website publishers, mobile app developers, and other providers of advertising technology (collectively, “Data Suppliers”) and services in a variety of ways, including through the use of browser cookies, pixel tags, and server-to-server connections with our partners. The type of information that we may process includes Device Identifiable Information (“DII”), Hashed Emails, Location Information, Inference Data, Demographic Data and Behavioral Data. We may use the data collected for advertising, analytics, ad reporting purposes or to improve our services. We may share and allow third-party partners to share Non-PII with other third parties that perform targeted advertising activities across other apps and websites. You have the right to opt-out of our sharing your information with third parties for targeted advertising purposes by using the “Do Not Sell My Personal Information” link available in our Privacy Policy by navigating to http://scanbuy.com/services-privacy-policy. If you opt-out, you will no longer be included in the targeted advertising activities conducted by Scanbuy and/or other third-party partners. However, you will continue to receive future online ads and content which may not be personalized or relevant to you. The choices that you make with Scanbuy are browser and device specific, instructions on how to make choices across different devices can be found in our Privacy Policy by navigating to http://scanbuy.com/services-privacy-policy. Additional information about Scanbuy’s data use can be found in our Privacy Policy by navigating to http://scanbuy.com/services-privacy-policy.","03/23/2020"
"Tapad, Inc.","privacy [at] tapad.com","https://www.tapad.com/","551 Fifth Avenue9th FloorNew York, NY 10176United States","Consumers can opt out in a number of ways on Tapad's website. We also provide opt-out opportunities to consumers through our memberships with the NAI and DAA, both of which provide centralized opt-out mechanisms. We require all Partners and Clients to direct consumers to either the Tapad Privacy Notice or one of the industry opt-out mechanisms to ensure notice and access to object to data processing or sale of information by Tapad. Tapad presents “Do Not Sell My Personal Information” links on all of its website pages and offers a toll-free number for submission of requests.

Tapad presents consumers with many ways to exercise their choices regarding data collection and processing via our website and Privacy Notice where they may elect to opt out, access or erase their data. The primary way for a consumer to exercise their rights is by emailing privacy@tapad.com. Tapad corresponds directly with the requestor to fulfill their requests and requires their cookie IDs / MAIDs in order to run queries in our databases.

Access, deletion and opt-outs are all available to consumers via this method.","N/A","","02/27/2020"
"Jun Group Productions, LLC","ccpa [at] jungroup.com","https://jungroup.com/","28 W. 44th St.14th FloorNew York, NY 10036United States","https://jungroup.com/ccpa/","https://jungroup.com/ccpa/","https://jungroup.com/ccpa/","03/03/2020"
"RocketReach LLC","ca-privacy [at] rocketreach.co","https://rocketreach.co","135 100th Avenue NEBellevue, WA 98004United States","To opt out of sales inquiries, please visit us at https://rocketreach.co/ccpa_general#requests ","To delete your data, please visit us at https://rocketreach.co/ccpa_general#requests","For more information on our data collection practices, please visit us at https://rocketreach.co/ccpa_general#data_collection","03/11/2020"
"Catalina","privacyteam [at] catalina.com","http://www.catalina.com","200 Carillion PkySt. Petersburg, FL 33716United States","California consumers may opt out of the sale of their personal information by:
Clicking the following link: https://www.catalina.com/privacy-policy/
","California consumers may exercise their rights by clicking here:
https://www.catalina.com/privacy-policy/","For information on data collecting practices, please see our Privacy Notice for California Residents at https://www.catalina.com/privacy-policy/ or email us at privacyteam@catalina.com.","06/16/2020"
"ICX Media, Inc","privacy [at] icxmedia.com","https://www.icxmedia.com/","1341 G Street, NWWashington, DC 20005United States","California residents may opt out of the sale of their personal information or exercise other rights under the CCPA by following the instructions available on the ICX Media website at https://www.icxmedia.com/privacy. California residents may also contact us at privacy@icxmedia.com or 888-403-0653.","California residents may request deletion of their personal information by following the instructions available on the ICX Media website at https://www.icxmedia.com/privacy. California residents may also contact us at privacy@icxmedia.com or 888-403-0653.","For more information on ICX Media’s data-collection practices, please refer to ICX Media’s privacy policy at https://www.icxmedia.com/privacy.
","03/03/2020"
"Megaphone LLC ","contact [at] megaphone.fm","http://www.megaphone.fm","1255 23rd Street NWSuite 650, DC 20037United States","A consumer may opt out of the sale or submit requests under CCPA by phone, or on Megaphone.fm.","A consumer can demand a deletion of information by phone or on Megaphone.fm.","","03/03/2020"
"ShareThis, Inc","privacy [at] sharethis.com","https://sharethis.com/","3000 El Camino Real, 5 Palo Alto Square Suite 150Palo Alto, CA 94306United States","Opt out requests may be made here:  https://sharethis.com/do-not-sell-my-data-page/","Information on Data Subject Requests can be found here: https://sharethis.com/ccpa-gdpr-data-subject-access-request-page/","Information on ShareThis data collection can be found here: https://sharethis.com/privacy/","03/03/2020"
"Harmon Research Group, LLC","Info [at] harmonresearch.com","http://www.harmonresearch.com","751 S Weir Canyon RdSuite 157622Anaheim, CA 92808United States","Please submit an email to info@harmonresearch.com to be removed from any of our market research studies.  They may also go to http://www.harmonresearch.com/ and click on ""Privacy Policy"" to see other options.  ","Please submit an email to info@harmonresearch.com to be removed from any of our market research studies.  They may also go to http://www.harmonresearch.com/ and click on ""Privacy Policy"" to see other options.  ","Harmon Research is a market research / insights firm. We consult and conduct surveys for various agencies around the world.  We do not do any marketing from our data collection lists and our data is used for statistical purposes only.  ","03/03/2020"
"JZ Marketing, Inc.","info [at] jzmktg.com","http://www.jzmktg.com","4532 VARSITY CIRCLELEHIGH ACRES, FL 33971United States","There will be a link on my website allowing consumers to opt out. This is currently in process of being set up.","There will be a link on my website allowing consumers to opt out. This is currently in process of being set up.","","03/03/2020"
"Carney Direct Marketing ","info [at] carneydirect.com","http://www.carneydirect.com","15510 Rockfield Blvd Suite AIrvine, CA 92676United States","Consumer may opt out via email at privacy@carneydirect.com, via postal mail, or contact us toll-free at 800-240-3349.","We do not publicly post any consumer information online, or operate a website that involves user generated content.  A protected individual can contact us via email at privacy@carneydirect.com, via postal mail, or toll-free at 800-240-3349.

","For more information, please visit https://www.carneydirect.com/privacy-policy/","03/03/2020"
"Sovrn, Inc.","privacy [at] sovrn.com","https://www.sovrn.com/","5541 Central AvenueSuite 100Boulder, CO 80301United States","https://www.sovrn.com/privacy-policy/","https://www.sovrn.com/your-data/","","04/08/2020"
"Runtime Collective LLC","privacy [at] brandwatch.com","http://www.brandwatch.com","Sovereign HouseChurch StBrightonBN1 1UJUnited Kingdom","https://www.brandwatch.com/p/legal-data-subject-access-request/","https://www.brandwatch.com/p/legal-data-subject-access-request/","https://www.brandwatch.com/legal/author-privacy-policy/","04/21/2020"
"Slashdot Media, LLC","privacy [at] slashdotmedia.com","http://www.slashdotmedia.com","225 Broadway, Suite 1600San Diego, CA 92101United States","A consumer may opt out of sale or submit requests under CCPA by (i) clicking on and completing our Do Not Sell My Information button located at the bottom of our website at www.slashdotmedia.com, (ii) emailing us at privacy@slashdotmedia.com, (iii) calling us at (800) 552-9000, or (iv) by mail at : Slashdot Media
PO Box 2452
La Jolla, CA 92038
Attention: Privacy Compliance
","A consumer and/or protected individual can demand deletion of information by (i) clicking on and completing our Do Not Sell My Information button located at the bottom of our website at www.slashdotmedia.com, (ii) emailing us at privacy@slashdotmedia.com, (iii) calling us at (800) 552-9000, or (iv) by mail at : Slashdot Media
PO Box 2452
La Jolla, CA 92038
Attention: Privacy Compliance
","A consumer can review the categories of personal information that we collect and our data collection practices in our Privacy Statement located at https://slashdotmedia.com/privacy-statement/.","03/05/2020"
"USADATA, Inc.","privacy [at] usadata.com","http://www.usadata.com","875 Third Ave, Ste 6ANew York, NY 10022United States","Consumers may submit requests under CCPA to USADATA by emailing privacy@usadata.com, by calling (800) 395-7707 or by postal mail:
 
USADATA, Inc.
Attn: CCPA / Privacy
875 Third Ave, Ste 6A
New York, NY 10022
","USADATA does not publicly post or display on the Internet the home addresses or telephone numbers of U.S. residents.","USADATA only collects personal information directly from its clients, or from reputable third-party data sources that adhere to rigorous consumer privacy standards, and only uses that information (a) to provide services to the client from whom, or on whose behalf, it collected the information, or (b) for other limited purposes permitted by the CCPA.  
 
USADATA does not, on behalf of any business, sell the personal information of any consumer whom USADATA knows has opted-out of the sale of their personal information by that business. 
 
USADATA does not compile or host a permanent database of personal information.  
","03/09/2020"
"Ipreo","Privacy [at] ihsmarkit.com","https://ipreo.com/","Attn: Chief Privacy Officer, 15 Inverness Drive SouthEnglewood, CO 80112United States","http://more.ihs.com/DoNotSell
1-800-447-2273
","https://app.onetrust.com/app/#/webform/7020d814-78eb-45f1-bfbb-491ca1076fdd
1-800-447-2273
","https://ihsmarkit.com/Legal/privacy-policy.html","06/09/2020"
