Domain,Name,Privacy Policy,Category,Opt-Out Method,Opt Out URL,Email,Address,Phone Number,Location,Data Broker Affiliation,URL,Spurce URL,In Main List?
experian.com,Experian Data Corp,https://www.experian.com/privacy/prod_serv_policy.html,Identity Verification Services,Yes - by Opt-Out Form,"https://privacy.a.apps.experian.com/ccpa/ , http://optout.aboutads.info/?c=2&lang=EN , https://www.ims-dm.com/cgi/optoutemps.php",unsubscribe@experian.com,"475 Anton Blvd.Costa Mesa, CA 92626United States",,California,Experian,https://www.experian.com/rentbureau/renter-credit.html,https://privacyrights.org/data-brokers/experian-data-corp,TRUE
oracle.com,"Oracle America, Inc. (Oracle Data Cloud)",https://www.oracle.com/legal/privacy/,Vague,Yes - by Opt-Out Form,https://oracle.ethicspointvp.com/custom/oracle/dp/en/form_data.asp,privacy_ww@oracle.com,"500 Oracle ParkwayRedwood Shores, CA 94065United States",,California,Unknown,https://www.oracle.com/index.html,https://privacyrights.org/data-brokers/oracle-america-inc-oracle-data-cloud,TRUE
skipsmasher.com,"Skipmasher, Inc.",https://www.skipsmasher.com/privacy.aspx,People Search,Yes - by Opt-Out Form,https://www.skipsmasher.com/Consumers/,info@skipsmasher.com,"PO Box 891329Temecula, CA 92589United States",,California,Unknown,https://www.skipsmasher.com/,https://privacyrights.org/data-brokers/skipmasher-inc,TRUE
spokeo.com,"Spokeo, Inc.",https://www.spokeo.com/privacy-policy,People Search,Yes - by Opt-Out Form,https://www.spokeo.com/privacy/control/verify,jmatthes@spokeo.com,"199 S. Los Robles Ave #711Pasadena, CA 91101United States",,California,Unknown,https://www.spokeo.com/,https://privacyrights.org/data-brokers/spokeo-inc,TRUE
spydialer.com,"Spy Dialer, Inc.",https://www.spydialer.com/privacy.aspx,People Search,Yes - by Opt-Out Form,https://www.spydialer.com/Consumers/,info@spydialer.com,"PO Box 890370Temecula, CA 92589United States",,California,Unknown,https://www.spydialer.com/,https://privacyrights.org/data-brokers/spy-dialer-inc,TRUE
path2response.com,Path2Response,https://path2response.com/privacy/,Marketing Data Broker,Yes - by Opt-Out Form,https://privacyportal-cdn.onetrust.com/dsarwebform/2de26f06-de6f-45a7-8e1d-7d1148a3f301/draft/7a5dc7d1-cc7e-43a8-9f24-702807deb65b.html,invoices@path2response.com,"1805 HWY 42, 2nd FloorLouisville, CO 80027United States",,Colorado,Unknown,https://path2response.com,https://privacyrights.org/data-brokers/path2response,TRUE
fullcontact.com,"Fullcontact, Inc.",https://www.fullcontact.com/privacy-center/#privacy-policy,Identity Verification Services,Yes - by Opt-Out Form,https://dashboard.fullcontact.com/claim,dan.wobbekind@fullcontact.com,"1200 17th Street, Suite 13-103Denver, CO 80202United States",,Colorado,Unknown,https://www.fullcontact.com/,https://privacyrights.org/data-brokers/fullcontact-inc,TRUE
peoplebyname.com,People By Name,http://www.peoplebyname.com/privacy.php,People Search,Yes - by Opt-Out Form,"http://www.peoplebyname.com/remove.php , http://www.peoplebyname.com/remove_number.php",support@peoplebyname.com,"PO BOX 91Boca Raton, FL 33429United States",,Florida,Unknown,http://www.peoplebyname.com,https://privacyrights.org/data-brokers/people-name,TRUE
infutor.com,Infutor Data Solutions,https://infutor.com/company/data-privacy/,Marketing Data Broker,Yes - by Opt-Out Form,https://privacy.infutor.com/s/,pedrokialanda@infutor.com,"18W140 Butterfield Rd, Ste 1020 Oakbrook Terrace, IL 60181United States",,Illinois,Unknown,https://infutor.com,https://privacyrights.org/data-brokers/infutor-data-solutions,TRUE
transunion.com,Transunion,https://www.transunion.com/legal/privacy-policy,Identity Verification Services,Yes - by Opt-Out Form,https://www.transunion.com/consumerprivacy,keith.mccawley@transunion.com,"555 W AdamsChicago, IL 60661United States",,Illinois,Transunion,https://www.transunion.com,https://privacyrights.org/data-brokers/transunion,TRUE
courtrecords.org,Court Records,http://www.courtrecords.org/index.php?xpath=privacy,People Search,Yes - by Opt-Out Form,https://members.courtrecords.org/customer/terms?tab=optout,privacy@cisnationwide.com,"PO Box 130368Boston, MA 02113United States",,Massachusetts,Accucom,http://www.courtrecords.org/,https://privacyrights.org/data-brokers/court-records,TRUE
phoneregistry.com,Phone Registry,http://www.phoneregistry.com/privacy.php,People Search,Yes - by Opt-Out Form,http://www.phoneregistry.com/privacy.php#opt,,"P.O. Box 990043Boston, MA 02199United States",800-309-9351,Massachusetts,Accucom,http://www.phoneregistry.com/terms.php,https://privacyrights.org/data-brokers/phone-registry,FALSE
staterecords.org,State Records (United States State Records),http://www.staterecords.org/index.php?xpath=privacy,People Search,Yes - by Opt-Out Form,https://members.staterecords.org/tspec/shared/assets/data_opt_out_form.pdf,,"28 Atlantic Avenue. suite 227 Boston, MA Boston, MA 02110United States",617-262-9317,Massachusetts,Accucom,http://www.staterecords.org,https://privacyrights.org/data-brokers/state-records-united-states-state-records,FALSE
infotracer.com,Infotracer,https://members.infotracer.com/customer/terms?tab=privacy,People Search,Yes - by Opt-Out Form,https://infotracer.com/optout/,upport@infotracer.com,"28 Atlantic Avenue. suite 227Boston, MA 02110United States",,Massachusetts,Accucom,https://infotracer.com/,https://privacyrights.org/data-brokers/infotracer,TRUE
thomsonreuters.com,West Publishing Corporation,https://www.thomsonreuters.com/en/privacy-statement.html#legitimate-interests,Undetermined,Yes - by Opt-Out Form,https://privacyportal-cdn.onetrust.com/dsarwebform/dbf5ae8a-0a6a-4f4b-b527-7f94d0de6bbc/5dc91c0f-f1b7-4b6e-9d42-76043adaf72d.html,sonya.southward@thomsonreuters.com; CLEAR.PM-Compliance@thomsonreuters.com,"610 Opperman DriveEagan, MN 55123United States",,Minnesota,Unknown,https://legal.thomsonreuters.com/en,https://privacyrights.org/data-brokers/west-publishing-corporation,TRUE
allareacodes.com,Allareacodes.Com,http://www.allareacodes.com/policies.htm,Marketing Data Broker,Yes - by Opt-Out Form,https://www.allareacodes.com/remove_name.htm,press@allareacodes.com,"""17209 Chesterfield Airport Rd Suite 143Chesterfield, MO 63005United States",Download Search Results,Missouri,Peopleconnect,https://www.allareacodes.com/,https://privacyrights.org/data-brokers/allareacodescom,TRUE
peoplesmart.com,Peoplesmart,http://www.peoplesmart.com/?_act=privacy,People Search,Yes - by Opt-Out Form,https://www.beenverified.com/app/optout/search,privacy@peoplesmart.com,"P.O. Box 391146Omaha, NE 68139United States",1-888-906-4278,Nebraska,Peopleconnect,http://www.peoplesmart.com,https://privacyrights.org/data-brokers/peoplesmart,TRUE
persopo.com,Persopo,http://info.persopo.com/privacy-policy.html,People Search,Yes - by Opt-Out Form,,support@persopo.com,"848 N. Rainbow Blvd., Suite 20Las Vegas, NV 89107United States",1-800-481-9168,Nevada,Unknown,http://info.persopo.com/,https://privacyrights.org/data-brokers/persopo,TRUE
edvisors.com,"Edvisors Network, Inc.",https://www.edvisors.com/terms-privacy-disclaimer/#privacy-policy,Vague,Yes - by Opt-Out Form,"https://www.edvisors.com/third-party-opt-out/ , https://www.edvisors.com/delete-request/",tshaul@collegeloan.com,"10000 W. Charleston Blvd., Suite 200Las Vegas, NV 89135United States",(888) 972-1010,Nevada,Unknown,https://www.edvisors.com/,https://privacyrights.org/data-brokers/edvisors-network-inc,FALSE
peekyou.com,Peek You,http://www.peekyou.com/privacy,People Search,Yes - by Opt-Out Form,https://www.peekyou.com/about/contact/optout/index.php,info@peekyou.com,"265 West 37th Street, Suite 610New York, NY 10018United States",,New York,Unknown,http://www.peekyou.com,https://privacyrights.org/data-brokers/peek-you,TRUE
speedeondata.com,"Speedeon Data, Llc",https://www.speedeondata.com/privacy-policy,Marketing Data Broker,Yes - by Opt-Out Form,https://www.speedeondata.com/privacy-policy/opt-out-deletion-request/,mbagley@speedeondata.com; info@Speedeondata.com,"5875 Landerbrook Drive, Suite 130Cleveland, OH 44124United States",,Ohio,Unknown,https://www.speedeondata.com/,https://privacyrights.org/data-brokers/speedeon-data-llc,TRUE
webbula.com,Webbula Llc,https://webbula.com/privacy-policy/,Marketing Data Broker,Yes - by Opt-Out Form,https://webbula.com/privacy-center/,privacy@webbula.com,"5000 Stonewood Drive, Suite 310Wexford, PA 15090United States",888-9832285,Pennsylvania,Unknown,https://webbula.com/,https://privacyrights.org/data-brokers/webbula-llc,TRUE
blackbaud.com,"Blackbaud, Inc.",https://www.blackbaud.com/company/privacy-policy/north-america,Marketing Data Broker,Yes - by Opt-Out Form,https://www.blackbaud.com/company/california-consumer-privacy-act,cameron.stoll@blackbaud.com; casesupport@blackbaud.com,"65 Fairchild StreetCharleston, SC 29492United States",,South Carolina,Unknown,https://www.blackbaud.com/,https://privacyrights.org/data-brokers/blackbaud-inc,TRUE
experian.com,"Experian Health, Inc.",https://www.experian.com/privacy/prod_serv_policy.html,Identity Verification Services,Yes - by Opt-Out Form,"https://privacy.a.apps.experian.com/ccpa/ , http://optout.aboutads.info/?c=2&lang=EN , https://www.ims-dm.com/cgi/optoutemps.php",nerissa.rush@experian.com,"720 Cool Spring Blvd, Suite 200Franklin, TN 37067United States",(714) 830-7615,Tennessee,Experian,https://www.experian.com/rentbureau/renter-credit.html,https://privacyrights.org/data-brokers/experian-health-inc,TRUE
epsilon.com,"Epsilon Data Management, Llc",https://us.epsilon.com/privacy-policy,Marketing Data Broker,Yes - by Opt-Out Form,https://us.epsilon.com/marketing-data-summary-request,Lisa.Gallerano@epsilon.com,"6021 Connection DriveIrving, TX 75039United States",(469) 262-0860,Texas,Unknown,https://us.epsilon.com,https://privacyrights.org/data-brokers/epsilon-data-management-llc,TRUE
home.neustar,"Neustar, Inc.",https://www.home.neustar/privacy,Marketing Data Broker,Yes - by Opt-Out Form,https://www.home.neustar/privacy/opt-out,privacy@team.neustar,"21575 Ridgetop CircleSterling, VA 20166United States",1-844-638-2878,Virginia,Unknown,https://www.home.neustar,https://privacyrights.org/data-brokers/neustar-inc,FALSE
criminalpages.com,Criminal Pages,http://www.criminalpages.com/privacy/,People Search,Yes - by Opt-Out Form,http://courtregistry.org/index.php?xpath=privacy,,,800-309-9351,Washington,Accucom,http://www.criminalpages.com,https://privacyrights.org/data-brokers/criminal-pages,FALSE
instantpeoplefinder.com,Instant People Finder,http://www.instantpeoplefinder.com/privacy.html,People Search,Yes - by Opt-Out Form,https://www.intelius.com/optout,,"Seattle, WA 98101United States",20630157 ; FAX,Washington,Peopleconnect,http://www.instantpeoplefinder.com,https://privacyrights.org/data-brokers/instant-people-finder,TRUE
peopleconnect.us,"Peopleconnect, Inc.",http://www.peopleconnect.us/privacy,People Search,Yes - by Opt-Out Form,"http://www.peopleconnect.us/privacy#p-3 , https://www.intelius.com/optout",privacy@peopleconnect.us; brad.toney@peopleconnect.us,"1501 4th Avenue, Suite 400Seattle, WA 98101United States",,Washington,Peopleconnect,http://www.peopleconnect.us,https://privacyrights.org/data-brokers/peopleconnect-inc,TRUE
peoplelookup.com,People Lookup (Data Source Intelius),http://peoplelookup.com/privacy-faq.php,People Search,Yes - by Opt-Out Form,https://peoplelookup.com/privacy-policy#updating-or-removing-your-information,privacy@peoplelookup.com,"P.O. Box 4145 , WABellevue, WA 98009United States",866-974- 6185,Washington,Peopleconnect,http://www.peoplelookup.com,https://privacyrights.org/data-brokers/people-lookup-data-source-intelius,TRUE
ussearch.com,1-800-US-Search,http://www.peopleconnect.us/privacy,People Search,Yes - by Opt-Out Form,https://www.intelius.com/optout,privacy@peopleconnect.us,"1501 4th ave #400Seattle, WA 98101United States",2063015900,Washington,Peopleconnect,http://www.ussearch.com,https://privacyrights.org/data-brokers/1-800-us-search,TRUE
onlinesearches.com,Onlinesearches (Publicrecords.Onlinesearches.Com),https://publicrecords.onlinesearches.com/privacy-policy,People Search,Yes - by Opt-Out Form,https://intelius.zendesk.com/hc/en-us,privacy@peopleconnect.us,"501 4th Avenue, Suite 400Seattle, WA 98101United States",2063015900,Washington,Peopleconnect,https://publicrecords.onlinesearches.com/,https://privacyrights.org/data-brokers/onlinesearches-publicrecordsonlinesearchescom,TRUE
thatsthem.com,Thatsthem,https://thatsthem.com/privacy-policy,People Search,Yes - by Opt-Out Form,https://thatsthem.com/optout,info@ThatsThem.com,"19421 222ND AVE NEWOODINVILLE, WA 98077United States",,Washington,Unknown,https://thatsthem.com/,https://privacyrights.org/data-brokers/thatsthem,TRUE
publicrecords.com,Publicrecords.Com (Affiliated With Intelius),https://secure.publicrecords.com/privacy.php,People Search,Yes - by Opt-Out Form,https://www.intelius.com/optout,privacy@publicrecords.com,"1501 4th AveSeattle , WA 98101United States",2063015700,Washington,Peopleconnect,https://web.publicrecords.com,https://privacyrights.org/data-brokers/publicrecordscom-affiliated-intelius,TRUE
intelius.com,Intelius,http://www.peopleconnect.us/privacy,People Search,Yes - by Opt-Out Form,https://www.intelius.com/optout,privacy@peopleconnect.us,"500 108th Ave NE Ste 1660Bellevue, WA 98004-5500United States",(206) 301-5800,Washington,Peopleconnect,https://www.intelius.com/,https://privacyrights.org/data-brokers/intelius,TRUE
zabasearch.com,Zabasearch,http://www.peopleconnect.us/privacy,People Search,Yes - by Opt-Out Form,https://www.intelius.com/optout,privacy@peopleconnect.us; brad.toney@peopleconnect.us,"1501 4th Avenue, Suite 400Seattle, WA 98101United States",,Washington,Peopleconnect,https://www.zabasearch.com/,https://privacyrights.org/data-brokers/zabasearch,TRUE
cellphoneregistry.com,Cell Phone Registry,http://cellphoneregistry.com/index.php?xpath=privacy,undefined,Yes - by Opt-Out Form,http://cellphoneregistry.com/index.php?xpath=privacy,,United States,,Unknown,Accucom,http://cellphoneregistry.com/,https://privacyrights.org/data-brokers/cell-phone-registry,FALSE
courtregistry.org,Court Registry,http://courtregistry.org/index.php?xpath=privacy,undefined,Yes - by Opt-Out Form,,privacy@cisnationwide.com,United States,800-309-9352,Unknown,Accucom,http://courtregistry.org/index.php?records_state=&xpath=terms,https://privacyrights.org/data-brokers/court-registry,TRUE
intelregistry.com,Intel Registry,http://intelregistry.com/privacy.php,undefined,Yes - by Opt-Out Form,https://www.intelius.com/optout,support@intelregistry.com,United States,,Unknown,Accucom,http://intelregistry.com,https://privacyrights.org/data-brokers/intel-registry,TRUE
peoplefinderonline.net,People Finder: Instant Online Records Retrieval,http://www.peoplefinderonline.net/privacy.html,undefined,Yes - by Opt-Out Form,https://infotracer.com/optout/,support@infotracer.com,United States,617-262-9317,Unknown,Accucom,http://www.peoplefinderonline.net/,https://privacyrights.org/data-brokers/people-finder-instant-online-records-retrieval,FALSE
phonebooks.com,Phonebooks.Com (Affiliated With Intelius),http://www.phonebooks.com/privacy.html,undefined,Yes - by Opt-Out Form,https://www.phonebooks.com/contact.html,help@phonebooks.com,United States,904-270-9408,Unknown,Peopleconnect,http://www.phonebooks.com,https://privacyrights.org/data-brokers/phonebookscom-affiliated-intelius,TRUE
reversephonelookup.com,Reverse Phone Lookup,http://www.reversephonelookup.com/privacy.html,undefined,Yes - by Opt-Out Form,https://www.reversephonelookup.com/remove.php,,United States,,Unknown,Unknown,http://www.reversephonelookup.com/terms.html,https://privacyrights.org/data-brokers/reverse-phone-lookup,FALSE
plusaddress.com,Plusaddress.Com,https://plusaddress.com/#privacy,undefined,Yes - by Opt-Out Form,"Search by State/City/Street, then select listing ""Remove Listing"" at right hand of listing",info@plusaddresscom,22-24 MaaskadeVenloNetherlands,,Unknown,Unknown,https://plusaddress.com/,https://privacyrights.org/data-brokers/plusaddresscom,FALSE
addresssearch.com,Address Search,http://www.addresssearch.com/privacy-policy.php,undefined,Yes - by Opt-Out Form,https://www.addresssearch.com/remove-info.php,,United States,,Unknown,Unknown,https://www.addresssearch.com,https://privacyrights.org/data-brokers/address-search,TRUE
